Date,UserId,Product,Count,Price
2024-05-19,462,Cotton,27,71.9
2024-03-21,655,Plastic,30,73.4
2024-04-29,587,Leather,56,29.2
2024-02-02,518,Steel,94,56.5
2024-03-23,709,Plastic,10,66.1
2024-01-12,611,Plastic,87,68.4
2024-06-27,210,Cotton,88,18.2
2024-07-06,520,Leather,40,71.6
2024-02-02,116,Leather,12,56.8
2024-04-02,150,Steel,69,77.9
2024-03-11,359,Steel,96,40.8
2024-06-27,224,Leather,1,55.4
2024-06-06,589,Cotton,20,14.1
2024-05-16,264,Steel,13,37.0
2024-05-23,245,Plastic,3,82.9
2024-05-20,482,Wheat,93,37.8
2024-03-11,32,Leather,59,57.0
2024-07-04,642,Cotton,80,76.5
2024-03-16,444,Wheat,65,14.7
2024-01-18,112,Steel,31,90.3
2024-02-13,775,Plastic,47,43.6
2024-01-16,989,Cotton,96,41.4
2024-02-25,839,Plastic,50,63.0
2024-03-12,297,Steel,30,19.2
2024-04-26,422,Plastic,70,23.9
2024-04-11,148,Steel,92,10.1
2024-05-12,684,Leather,43,24.4
2024-01-31,295,Steel,5,73.7
2024-03-19,511,Leather,62,41.8
2024-03-03,916,Cotton,9,12.1
2024-05-19,601,Plastic,57,74.1
2024-04-27,568,Cotton,52,60.3
2024-03-07,904,Cotton,96,42.6
2024-03-31,836,Leather,99,46.5
2024-03-28,106,Steel,69,45.6
2024-06-30,381,Plastic,48,35.3
2024-03-29,810,Steel,15,35.3
2024-02-20,889,Plastic,35,78.6
2024-01-20,958,Leather,27,12.2
2024-01-12,290,Leather,59,18.7
2024-02-11,448,Leather,18,99.1
2024-06-09,953,Plastic,15,48.9
2024-05-24,34,Cotton,27,74.7
2024-07-05,883,Leather,28,19.2
2024-04-17,254,Leather,6,72.1
2024-03-15,117,Wheat,70,36.9
2024-04-11,298,Steel,95,71.5
2024-03-18,785,Cotton,45,52.4
2024-03-12,589,Steel,60,79.0
2024-03-19,289,Cotton,58,47.2
2024-06-18,997,Steel,72,36.0
2024-06-01,253,Leather,16,14.4
2024-02-16,929,Wheat,87,28.9
2024-05-09,502,Cotton,39,24.6
2024-02-04,247,Wheat,25,88.0
2024-06-21,177,Wheat,28,69.8
2024-05-05,162,Leather,86,99.4
2024-02-02,486,Plastic,99,26.5
2024-07-02,690,Steel,17,38.3
2024-04-23,430,Wheat,59,78.1
2024-07-07,610,Wheat,97,39.2
2024-04-04,441,Steel,22,53.3
2024-03-05,877,Steel,65,36.4
2024-02-24,946,Leather,26,57.9
2024-03-31,348,Leather,35,40.9
2024-03-19,984,Wheat,80,94.0
2024-06-21,754,Leather,4,17.8
2024-06-19,970,Leather,52,75.0
2024-01-03,99,Steel,12,24.6
2024-02-23,678,Steel,43,81.2
2024-05-03,608,Leather,54,25.5
2024-05-11,777,Cotton,72,77.8
2024-04-16,81,Leather,22,94.4
2024-05-10,704,Wheat,20,40.6
2024-04-29,190,Wheat,6,41.1
2024-06-03,268,Leather,53,39.0
2024-01-26,156,Plastic,76,43.5
2024-05-22,751,Cotton,40,63.8
2024-02-26,717,Wheat,36,39.9
2024-03-17,954,Leather,59,79.4
2024-02-05,335,Wheat,66,18.0
2024-05-18,107,Plastic,10,21.9
2024-07-16,467,Plastic,24,21.2
2024-06-30,591,Cotton,13,35.7
2024-03-02,39,Steel,53,38.3
2024-03-26,363,Steel,65,65.3
2024-03-19,239,Plastic,25,15.5
2024-02-17,436,Cotton,22,73.9
2024-03-24,327,Plastic,29,39.2
2024-03-08,379,Cotton,69,48.5
2024-03-31,984,Cotton,49,78.0
2024-04-17,181,Steel,70,34.0
2024-04-28,443,Cotton,25,41.3
2024-03-20,29,Wheat,37,26.8
2024-02-15,577,Cotton,78,41.2
2024-02-17,463,Plastic,97,31.0
2024-02-18,300,Cotton,65,15.6
2024-05-10,42,Steel,59,80.5
2024-02-07,990,Wheat,46,32.6
2024-06-13,179,Steel,81,50.4
2024-01-09,647,Cotton,67,24.8
2024-01-18,655,Wheat,16,91.1
2024-01-29,952,Wheat,83,93.3
2024-01-06,936,Plastic,7,55.6
2024-07-08,188,Leather,95,89.4
2024-05-23,613,Plastic,50,88.7
2024-02-24,798,Cotton,89,71.7
2024-06-14,12,Wheat,73,64.4
2024-04-20,268,Plastic,76,69.6
2024-06-06,252,Wheat,4,37.6
2024-01-09,378,Wheat,36,90.6
2024-06-19,131,Plastic,26,90.4
2024-02-25,437,Plastic,14,84.6
2024-03-26,778,Wheat,7,37.7
2024-02-26,881,Cotton,86,91.1
2024-02-03,939,Steel,69,30.7
2024-05-26,714,Steel,94,96.9
2024-04-17,828,Leather,48,27.5
2024-03-24,351,Plastic,31,31.1
2024-05-08,563,Cotton,96,78.6
2024-06-18,262,Leather,13,95.6
2024-04-16,375,Wheat,32,76.5
2024-03-03,706,Cotton,77,48.5
2024-06-18,808,Wheat,62,25.1
2024-04-28,629,Steel,17,72.9
2024-03-01,510,Leather,87,27.1
2024-05-20,336,Plastic,34,64.6
2024-03-22,819,Plastic,43,26.0
2024-07-01,821,Wheat,30,51.3
2024-02-08,485,Steel,64,33.7
2024-06-19,426,Plastic,76,65.7
2024-01-03,623,Steel,23,20.3
2024-02-04,99,Plastic,64,38.3
2024-03-09,658,Steel,96,61.8
2024-04-25,757,Steel,16,84.2
2024-04-04,145,Wheat,43,74.9
2024-06-10,56,Steel,16,74.2
2024-06-13,760,Cotton,67,39.0
2024-03-21,865,Steel,19,82.2
2024-06-14,584,Leather,61,23.2
2024-01-31,426,Steel,86,29.7
2024-04-26,435,Plastic,26,24.4
2024-05-01,582,Leather,57,93.1
2024-02-27,447,Plastic,35,32.0
2024-01-08,919,Wheat,11,64.3
2024-03-02,991,Plastic,75,78.2
2024-05-03,750,Leather,98,10.2
2024-01-01,304,Wheat,83,35.7
2024-06-22,638,Leather,87,13.6
2024-07-14,675,Steel,62,57.6
2024-06-11,418,Leather,52,99.4
2024-07-07,693,Steel,13,56.4
2024-07-06,634,Wheat,53,17.2
2024-04-26,308,Leather,88,94.0
2024-05-06,715,Cotton,50,99.6
2024-02-08,237,Steel,85,31.0
2024-04-02,932,Plastic,27,57.0
2024-01-17,873,Plastic,4,41.9
2024-03-28,58,Steel,57,47.3
2024-03-10,857,Wheat,30,43.0
2024-03-03,295,Wheat,43,46.0
2024-05-27,397,Steel,16,58.4
2024-01-30,493,Wheat,52,46.7
2024-05-05,812,Wheat,27,94.2
2024-01-29,547,Plastic,82,26.9
2024-02-08,872,Plastic,94,13.3
2024-02-21,289,Leather,89,65.1
2024-05-18,605,Cotton,91,22.9
2024-05-12,809,Plastic,4,61.7
2024-02-29,715,Wheat,89,29.2
2024-06-11,869,Plastic,72,91.1
2024-06-13,720,Leather,81,20.8
2024-07-03,100,Plastic,19,70.9
2024-01-03,321,Wheat,52,67.1
2024-07-05,432,Wheat,2,91.5
2024-04-14,867,Cotton,71,51.7
2024-04-03,831,Steel,65,68.1
2024-04-12,175,Wheat,76,27.2
2024-05-16,120,Wheat,72,36.3
2024-02-24,176,Plastic,73,68.7
2024-06-26,527,Plastic,16,68.2
2024-06-01,120,Wheat,15,78.1
2024-01-27,137,Leather,93,27.9
2024-05-05,177,Wheat,9,98.3
2024-02-19,609,Wheat,42,82.7
2024-01-28,952,Steel,6,57.9
2024-03-14,364,Leather,41,23.6
2024-07-13,758,Leather,71,17.8
2024-05-22,425,Steel,34,98.3
2024-02-11,845,Plastic,71,54.9
2024-05-30,731,Plastic,53,78.8
2024-04-27,136,Cotton,33,69.7
2024-05-30,730,Cotton,65,81.6
2024-04-08,857,Steel,2,41.7
2024-05-04,248,Cotton,51,31.1
2024-02-14,201,Leather,22,36.4
2024-06-25,747,Cotton,100,13.4
2024-05-10,678,Steel,9,47.7
2024-04-28,645,Steel,67,51.6
2024-01-26,927,Cotton,90,44.4
2024-01-05,343,Leather,71,89.8
2024-01-29,603,Cotton,42,67.6
2024-03-23,928,Wheat,43,12.8
2024-01-04,52,Cotton,10,40.5
2024-04-11,567,Steel,82,47.9
2024-02-24,849,Plastic,93,54.5
2024-01-05,48,Wheat,13,55.2
2024-01-10,490,Steel,56,22.4
2024-02-06,582,Leather,53,17.9
2024-04-21,416,Steel,49,24.6
2024-01-12,248,Wheat,1,88.9
2024-07-16,148,Steel,62,87.7
2024-02-06,628,Cotton,33,93.7
2024-03-31,58,Steel,22,53.5
2024-03-27,947,Leather,56,82.1
2024-01-27,69,Plastic,78,30.4
2024-03-20,208,Leather,61,85.3
2024-03-21,648,Steel,58,51.4
2024-07-12,495,Plastic,57,76.5
2024-02-04,862,Steel,98,64.6
2024-04-19,581,Plastic,4,83.1
2024-01-06,587,Cotton,12,72.9
2024-01-28,652,Steel,11,80.5
2024-05-06,296,Wheat,65,34.1
2024-05-30,322,Steel,51,77.7
2024-05-24,800,Leather,21,90.8
2024-01-04,682,Cotton,75,25.4
2024-03-08,92,Plastic,58,81.6
2024-02-10,476,Leather,41,75.4
2024-02-17,489,Leather,60,11.2
2024-04-22,716,Steel,59,13.7
2024-02-08,406,Plastic,42,39.5
2024-07-10,723,Cotton,15,48.6
2024-03-27,895,Steel,78,44.4
2024-01-02,96,Plastic,62,12.9
2024-03-29,747,Steel,70,60.8
2024-02-02,591,Steel,49,43.4
2024-03-06,625,Wheat,55,90.6
2024-07-05,291,Cotton,82,67.5
2024-06-09,677,Plastic,90,19.0
2024-05-07,94,Steel,9,68.5
2024-04-21,808,Wheat,40,71.5
2024-05-20,502,Steel,53,61.9
2024-02-07,621,Plastic,15,86.9
2024-06-08,937,Plastic,97,75.0
2024-03-02,950,Wheat,46,20.5
2024-01-14,332,Steel,70,74.6
2024-04-09,745,Plastic,1,87.8
2024-05-20,755,Wheat,61,59.8
2024-05-10,817,Steel,57,80.0
2024-02-10,188,Leather,23,28.3
2024-01-26,916,Cotton,72,98.0
2024-03-15,694,Plastic,61,59.3
2024-06-07,592,Wheat,53,45.6
2024-07-16,976,Wheat,34,39.2
2024-01-13,278,Wheat,1,20.3
2024-06-04,220,Wheat,17,61.7
2024-05-20,742,Plastic,28,52.5
2024-04-29,122,Leather,82,21.1
2024-06-17,687,Leather,80,68.1
2024-07-01,587,Steel,17,86.4
2024-02-08,884,Leather,56,97.5
2024-04-17,528,Leather,13,77.3
2024-02-05,113,Plastic,34,30.4
2024-04-05,808,Cotton,60,71.1
2024-01-14,876,Steel,95,87.2
2024-06-18,445,Leather,72,58.3
2024-01-25,421,Wheat,68,59.6
2024-05-22,988,Leather,83,38.9
2024-02-13,158,Leather,57,28.5
2024-03-07,745,Wheat,28,70.0
2024-06-21,34,Steel,17,58.6
2024-06-28,895,Leather,57,44.1
2024-03-11,944,Cotton,33,81.4
2024-02-11,266,Leather,16,97.7
2024-07-13,973,Wheat,37,50.4
2024-01-02,216,Wheat,57,63.6
2024-02-24,450,Plastic,60,27.3
2024-02-09,714,Leather,76,16.4
2024-07-02,852,Plastic,31,65.2
2024-01-02,730,Leather,96,69.0
2024-05-13,423,Cotton,54,45.7
2024-04-29,626,Leather,13,45.3
2024-04-30,420,Wheat,6,97.7
2024-04-20,275,Wheat,93,75.5
2024-03-06,788,Wheat,97,93.4
2024-01-10,48,Wheat,16,63.7
2024-02-19,198,Plastic,9,65.0
2024-01-05,275,Plastic,99,52.4
2024-02-28,264,Wheat,37,93.6
2024-05-22,963,Leather,84,72.9
2024-01-05,20,Steel,91,56.5
2024-03-17,607,Wheat,16,74.0
2024-01-23,89,Leather,61,10.7
2024-03-10,254,Plastic,48,46.3
2024-06-03,465,Leather,52,19.6
2024-04-04,690,Steel,41,93.5
2024-04-26,791,Plastic,22,74.0
2024-05-25,890,Wheat,76,16.3
2024-03-08,74,Plastic,16,20.7
2024-02-19,90,Cotton,65,94.6
2024-04-30,657,Plastic,27,97.3
2024-06-01,91,Wheat,96,40.4
2024-04-27,287,Steel,84,83.8
2024-05-10,234,Plastic,79,41.4
2024-01-03,101,Steel,15,60.2
2024-04-10,856,Wheat,66,61.6
2024-05-08,643,Cotton,22,99.0
2024-06-14,416,Cotton,5,47.3
2024-02-29,676,Steel,86,37.8
2024-07-06,774,Wheat,91,81.5
2024-03-04,408,Wheat,79,80.9
2024-03-14,676,Wheat,73,73.9
2024-02-28,59,Plastic,86,62.1
2024-03-03,579,Wheat,29,52.1
2024-01-30,585,Cotton,33,60.6
2024-05-17,912,Wheat,98,76.9
2024-06-19,786,Wheat,33,45.0
2024-04-09,624,Plastic,20,48.2
2024-03-08,205,Wheat,64,25.7
2024-05-24,133,Wheat,1,27.6
2024-02-02,823,Plastic,56,24.7
2024-04-13,130,Steel,57,93.1
2024-01-17,168,Steel,64,18.7
2024-07-14,551,Steel,63,22.7
2024-02-24,714,Wheat,81,52.0
2024-03-10,476,Leather,33,16.0
2024-03-30,138,Steel,42,76.9
2024-02-02,583,Cotton,12,19.1
2024-04-02,195,Leather,43,77.1
2024-02-26,677,Plastic,64,42.1
2024-03-04,311,Steel,6,44.9
2024-05-07,739,Cotton,53,37.1
2024-01-15,552,Steel,37,82.7
2024-04-18,275,Leather,91,43.0
2024-07-16,624,Cotton,30,96.0
2024-05-12,235,Leather,27,27.2
2024-03-25,867,Plastic,96,83.5
2024-07-13,560,Leather,1,95.9
2024-02-21,866,Plastic,77,53.7
2024-05-09,230,Wheat,32,95.4
2024-03-31,426,Plastic,35,74.7
2024-04-03,584,Cotton,69,52.2
2024-04-03,307,Leather,10,78.0
2024-03-31,5,Leather,18,91.1
2024-03-06,712,Plastic,5,89.5
2024-07-08,940,Steel,20,74.5
2024-03-02,338,Plastic,89,44.3
2024-03-28,707,Leather,55,14.4
2024-02-29,599,Leather,82,49.3
2024-06-08,113,Plastic,81,55.9
2024-07-07,15,Cotton,85,25.2
2024-02-14,195,Leather,16,89.5
2024-07-09,132,Wheat,11,31.3
2024-04-11,765,Steel,84,85.7
2024-04-22,516,Wheat,33,36.4
2024-07-16,614,Leather,39,60.4
2024-04-25,768,Steel,53,94.6
2024-02-17,181,Steel,16,90.8
2024-03-09,542,Cotton,53,91.0
2024-02-07,784,Plastic,15,61.8
2024-07-14,931,Cotton,28,10.3
2024-03-05,735,Cotton,77,11.9
2024-04-07,638,Steel,97,73.2
2024-01-20,48,Leather,62,56.0
2024-01-31,176,Steel,52,51.4
2024-01-18,201,Leather,56,93.9
2024-03-06,175,Cotton,48,79.2
2024-01-22,790,Steel,43,67.6
2024-07-12,725,Leather,15,66.5
2024-04-16,434,Steel,75,63.4
2024-02-12,805,Wheat,57,21.9
2024-04-12,660,Cotton,9,26.0
2024-05-20,385,Wheat,99,49.7
2024-04-04,447,Cotton,89,30.3
2024-07-09,800,Steel,49,83.0
2024-06-06,137,Leather,88,25.0
2024-05-18,397,Steel,67,15.2
2024-04-13,309,Plastic,50,12.5
2024-01-26,473,Steel,63,76.3
2024-02-16,249,Steel,37,27.0
2024-01-17,614,Wheat,24,27.5
2024-03-09,533,Plastic,52,40.6
2024-05-08,508,Plastic,55,89.1
2024-06-03,664,Wheat,62,41.8
2024-05-02,903,Plastic,31,56.5
2024-05-20,599,Wheat,1,28.9
2024-04-01,826,Steel,93,42.0
2024-01-23,900,Leather,62,39.4
2024-01-07,21,Leather,96,68.2
2024-06-05,764,Wheat,42,97.2
